date,temp_avg,temp_min,temp_max,temp_observ,precip,wind,wt_fog,wt_heavy_fog,wt_thunder,wt_sleet,wt_hail,wt_glaze,wt_haze,wt_drift_snow,wt_high_wind,wt_mist,wt_drizzle,wt_rain,wt_freeze_rain,wt_snow,wt_ground_fog,wt_ice_fog,wt_freeze_drizzle,wt_unknown,casual,registered,total_cust,holiday
2011-01-01,,-1.56666666666667,11.9733333333333,2.77272727272727,0.0693333333333333,2.575,1,,,,,,1,,,1,,1,,,,,,,330,629,959,
2011-01-02,,0.88,13.8066666666667,7.32727272727273,1.03734939759036,3.925,1,1,,,,,,,,1,1,1,,,,,,,130,651,781,
2011-01-03,,-3.44285714285714,7.46428571428571,-3.06,1.87882352941177,3.625,,,,,,,,,,,,,,,,,,,120,1181,1301,
2011-01-04,,-5.95714285714286,4.64285714285714,-3.1,0,1.8,,,,,,,,,,,,,,,,,,,107,1429,1536,
2011-01-05,,-4.29333333333333,6.11333333333333,-1.77272727272727,0,2.95,,,,,,,,,,,,,,,,,,,82,1489,1571,
2011-01-06,,-4.99333333333333,4.23333333333333,-4.24545454545455,0,1.6,,,,,,,,,,,,,,1,,,,,88,1485,1573,
2011-01-07,,-3.88571428571429,2.85714285714286,-1.57,0.101204819277108,2.55,1,,,,,,1,,,1,,,,1,,,,,148,1345,1493,
2011-01-08,,-3.98,0.486666666666667,-2.47272727272727,0.285057471264368,4.575,1,1,,,,,1,,,1,,,,1,,1,,,68,871,939,
2011-01-09,,-6.29333333333333,0.226666666666667,-6.07272727272727,0.283529411764706,6.425,,,,,,,,,1,,,,,,,,,,54,748,802,
2011-01-10,,-6.23846153846154,0.507692307692308,-5.17777777777778,0,2.975,,,,,,,,,1,,,,,,,,,,41,1257,1298,
2011-01-11,,-5.91428571428571,0.564285714285714,-3.1,0.460240963855422,1.35,1,,,1,,,1,,,,1,1,,1,,1,1,,43,1188,1231,
2011-01-12,,-5.11428571428572,0.192857142857143,-3.38,3.52688172043011,5.675,1,,,,,1,1,,,1,,,,,,,,,25,1116,1141,
2011-01-13,,-4.6,1.03571428571429,-4.16,0,5.025,,,,,,,,,1,,,,,,,,,,37,1346,1383,
2011-01-14,,-7.34285714285714,1.16153846153846,-5.83,0.00379746835443038,2.125,1,,,,,,,,,,,,,1,,,,,54,1330,1384,
2011-01-15,,-5.66,2.78,-3.94545454545455,0,2.2,1,,,,,,1,,,,,,,,,,,,222,1018,1240,
2011-01-16,,-4.08,5.62666666666667,0.409090909090909,0,3.3,,,,,,,,,,,,,,,,,,,251,937,1188,
2011-01-17,,-3.37142857142857,2.18571428571429,-2.12,0.42051282051282,3.1,1,,,1,,,,,,,,1,1,1,,,,,117,876,993,1
2011-01-18,,-3.24285714285714,0.485714285714286,-1.77,10.5415730337079,3.25,1,1,,1,,1,1,,,,1,1,1,,,,,,9,663,672,
2011-01-19,,-1.06153846153846,4.8,1.12222222222222,0.884523809523809,3.275,1,1,,,,,1,,,1,1,1,,,,,,,78,1553,1631,
2011-01-20,,-1.10714285714286,8.06428571428571,-0.44,0.0402597402597403,3.275,,,,,,,1,,,,,1,,1,,,,,81,1815,1896,
2011-01-21,,-3.41333333333333,4.52857142857143,-1.47272727272727,0.831818181818181,6.125,1,,,,,,,,,1,,1,,1,,,,,73,1449,1522,
2011-01-22,,-10.2133333333333,-0.513333333333333,-9.59090909090909,0,2.375,,,,,,,,,,,,,,,,,,,93,876,969,
2011-01-23,,-11,-3.1,-8.07272727272727,0,3.625,,,,,,,,,,,,,,1,,,,,150,827,977,
2011-01-24,,-12.5466666666667,-1.7,-11.8727272727273,0,2.55,,,,,,,,,,,,,,,,,,,86,1319,1405,
2011-01-25,,-9.40666666666667,1.36666666666667,-2.08181818181818,0,1.575,,,,,,,,,,,,,,,,,,,186,1785,1971,
2011-01-26,,-1.78571428571429,5.48571428571429,0.5,9.01625,5.075,1,1,1,1,1,,1,,,,1,,,1,,,,,34,466,500,
2011-01-27,,-1.78,1.70666666666667,-1.31818181818182,29.5291139240506,3.2,1,,1,1,,1,,,,1,,,,1,,,,,15,409,424,
2011-01-28,,-2.80666666666667,1.86,-1.86363636363636,0.134177215189873,1.675,1,,,,,1,1,,,1,,,,1,,1,,,38,1113,1151,
2011-01-29,,-5.23571428571429,1.78571428571429,-4.22,1.44,1.875,1,,,,,,1,,,1,,,,1,,,,,123,947,1070,
2011-01-30,,-6.34285714285714,3.66428571428571,-4.6,0,1.2,1,,,,,,1,,,1,,,,,1,1,,,140,944,1084,
2011-01-31,,-4.90714285714286,4.18571428571429,-2.94,0,2.675,,,,1,,,,,,,,1,,1,,,,,42,1376,1418,
2011-02-01,,-3.08666666666667,0.0733333333333334,-3.08181818181818,0.49746835443038,1.2,1,1,,,,1,1,,,,1,1,,,,,1,,47,1284,1331,
2011-02-02,,-1.67333333333333,4.85333333333333,0.718181818181818,18.6806818181818,4.65,1,1,,,,1,,,,1,1,1,,,,,,,72,1430,1502,
2011-02-03,,-3.48,6.34,-2.47272727272727,0.384810126582279,4.2,1,,,,,,,,,,,,,,,,,,61,1473,1534,
2011-02-04,,-5.22,3.12,-3.28181818181818,0,1.875,,,,,,,,,,,,,,,,,,,88,1603,1691,
2011-02-05,,-2.3,4.69333333333333,0.972727272727273,1.99230769230769,2.4,1,1,,,,,,,,1,1,1,,,,,,,100,892,992,
2011-02-06,,-0.133333333333333,6.26,1.92727272727273,2.756,2.725,1,,,,,,1,,,,,,,,,,,,354,1249,1603,
2011-02-07,,-3.02,8.14666666666667,-1.72,0,0.975,1,,,,,,1,,,1,,1,,,,,,,119,1568,1687,
2011-02-08,,-3.51333333333333,7.32666666666667,1.20909090909091,0.209411764705882,6.525,1,,,,,,1,,1,1,,1,,,,,,,64,1446,1510,
2011-02-09,,-8.16666666666667,2.23333333333333,-6.1,0.00379746835443038,2.975,1,,,1,1,,1,,1,1,,,,1,,,,,52,1540,1592,
2011-02-10,,-7.06,0.46,-5.20909090909091,0.531111111111111,3.65,1,,,,,,1,,,,,,,1,,,,,46,1474,1520,
2011-02-11,,-9.44666666666667,2.60666666666667,-7.79090909090909,0.124390243902439,1.425,1,,,,,,1,,,,,,,,,,,,148,1576,1724,
2011-02-12,,-7.85333333333333,6.78666666666667,-3.22727272727273,0,3.55,1,,,,,,1,,,,,,,,,,,,288,1167,1455,
2011-02-13,,-3.58666666666667,9.11333333333334,2.48181818181818,0,3.825,,,,,,,,,,,,,,,,,,,396,1162,1558,
2011-02-14,,2.30666666666667,14.9133333333333,7.87272727272727,0,7.5,,,,,,,,,,,,,,,,,,,207,1685,1892,
2011-02-15,,-1.33333333333333,14.5933333333333,-0.409090909090909,0,4.425,,,,,,,,,1,,,,,,,,,,139,1641,1780,
2011-02-16,,-3.05333333333333,9.88,1.07272727272727,0,3.475,,,,,,,1,,,,,,,,,,,,218,1861,2079,
2011-02-17,,1.48666666666667,16.8066666666667,6.81818181818182,0,3.4,,,,,,,,,,,,,,,,,,,258,2185,2443,
2011-02-18,,6.86,22.48,12.8909090909091,0,5,1,,,,,,,,,,,,,,,,,,578,2314,2892,
2011-02-19,,6.08,20.1533333333333,7.71818181818182,0.0102564102564103,10.075,,,,,,,1,,1,,,,,,,,,,532,1077,1609,
2011-02-20,,-1.2,11.56,0.5,0.0679487179487179,3.65,1,,,,,,,,1,1,,1,,1,,,,,639,1148,1787,
2011-02-21,,-1,8.85333333333333,5.80909090909091,0.874117647058823,4.25,1,,,1,,,1,,,,1,1,1,1,,,,,195,898,1093,1
2011-02-22,,-4.8,5.63333333333333,-4.38181818181818,9.05494505494506,3.2,1,1,,1,,1,,,,1,1,,,1,,,,,74,1358,1432,
2011-02-23,,-6.22857142857143,3.45714285714286,-4.16,0.145569620253165,1.15,,,,,,,,,,,,,,,,,,,139,1740,1879,
2011-02-24,,-4.48,8.56666666666667,-0.245454545454545,0.18625,3.2,1,,,,,,1,,,1,1,1,,,,,,,100,1686,1786,
2011-02-25,,-0.253333333333333,14.1066666666667,6.76363636363636,7.36263736263736,6.425,1,,1,,1,,,,1,1,1,1,,,,,,,120,1323,1443,
2011-02-26,,-0.0266666666666668,13.2933333333333,1.16363636363636,2.74512195121951,2.975,,,,,,,,,1,,,,,,,,,,424,1519,1943,
2011-02-27,,0.22,11.6357142857143,3.52727272727273,0.00684931506849315,2,1,,,,,,1,,,,,1,,,,,,,694,1677,2371,
2011-02-28,,3.13571428571429,18.0214285714286,10.35,6.12359550561798,4.175,1,,1,,,,1,,,1,,1,,,,,,,80,1350,1430,
2011-03-01,,-0.166666666666667,16.6666666666667,1.07272727272727,11.1797752808989,3.325,,,,,,,,,1,,,,,,,,,,137,1695,1832,
2011-03-02,,-0.3,12.5866666666667,1.87272727272727,0.0038961038961039,5.3,,,,,,,,,,,,,,,,,,,231,1878,2109,
2011-03-03,,-3.99333333333333,11.82,-3.1,0,3.325,,,,,,,1,,,,,,,,,,,,123,1536,1659,
2011-03-04,,-3.06,7.14666666666667,-0.345454545454545,0,3.675,,,,,,,,,,,,,,,,,,,214,1709,1923,
2011-03-05,,0.826666666666667,12.3,7.73636363636364,0.0418918918918919,4.4,1,,,,,,,,,1,1,,,,,,,,640,1414,2054,
2011-03-06,,4.36923076923077,16.1076923076923,10.9111111111111,7.59761904761905,5.85,1,,,,,,,,,1,1,1,,1,,,,,113,469,582,
2011-03-07,,0.886666666666667,12.6571428571429,1.92727272727273,32.8934782608696,5.975,1,,,1,,,,,1,1,1,1,,1,,,,,243,1599,1842,
2011-03-08,,-2.32666666666667,9.66,0.2,0.0106666666666667,1.925,,,,,,,,,,,,,,,,,,,316,1781,2097,
2011-03-09,,-2.96059473233375E-017,9.6,3.33636363636364,0.091025641025641,4.425,1,,,,,,,,,1,,1,,,,,,,191,1677,1868,
2011-03-10,,4.40666666666667,11.7466666666667,9.26363636363636,20.9395604395604,5.5,1,,,,,,,,,1,1,1,,,,,,,46,570,616,
2011-03-11,,3.65,12.1285714285714,4.5,31.9224719101124,3.8,1,,1,,,,,,1,1,1,1,,,,,,,247,1706,1953,
2011-03-12,,1.22,11.8,4.4,0.026027397260274,3.275,,,,,,,,,,,,,,,,,,,724,1380,2104,
2011-03-13,,2.45333333333333,14.92,6.14545454545455,0.00410958904109589,4.225,,,,,,,,,,,,,,,,,,,979,1396,2375,
2011-03-14,,-0.453333333333333,13.26,1.71818181818182,0.0105263157894737,2.2,,,,,,,1,,,,,,,,,,,,359,1673,2032,
2011-03-15,,-0.0733333333333333,10.8133333333333,2.57272727272727,0.624358974358974,2.95,1,,,,,,1,,,1,,1,,,,,,,288,1736,2024,
2011-03-16,,2.96666666666667,11.9266666666667,6.57272727272727,15.0677419354839,3.275,1,,,1,,,1,,,1,1,1,,,,,,,321,1851,2172,
2011-03-17,,4.66666666666667,15.5733333333333,7.82727272727273,0.0181818181818182,3.225,,,,,,,,,,,,,,,,,,,423,2295,2718,
2011-03-18,,7.10666666666667,21.9533333333333,14.1,0,3.525,,,,,,,,,,,,,,,,,,,883,2311,3194,
2011-03-19,,9.36153846153846,23.5714285714286,10.8,0.0220779220779221,5.75,,,,,,,,,,,,,,,,,,,1422,1634,3056,
2011-03-20,,1.47857142857143,13.7428571428571,2.9,0.004,3.3,,,,,,,,,,,,1,,,,,,,1046,1372,2418,
2011-03-21,,3.40666666666667,15.5933333333333,8.02727272727273,4.44772727272728,3.9,1,,1,,,,1,,,1,,1,,,,,,,401,1657,2058,
2011-03-22,,6.51333333333333,20.5666666666667,10.5454545454545,3.47906976744186,3.55,1,,1,,,,1,,1,1,,1,,,,,,,460,2207,2667,
2011-03-23,,6.23571428571429,14.5214285714286,6.68,1.96741573033708,4.2,1,,1,,,,1,,,1,1,1,,,,,,,203,1898,2101,
2011-03-24,,3.26,9.3,3.88181818181818,7.92307692307692,3.825,1,,1,,,,,,,1,1,1,,,,,,,166,1678,1844,
2011-03-25,,-1.93333333333333,7.42666666666667,-0.154545454545455,0.685185185185185,3.525,,,,,,,1,,,,,,,,,,,,300,1886,2186,
2011-03-26,,-1.74666666666667,8.22,-0.118181818181818,0.00416666666666667,3.05,,,,,,,,,,,,,,,,,,,981,1477,2458,
2011-03-27,,-1.41333333333333,7.78,-0.01,0.5875,2.825,1,,,,,,1,,,1,,,,1,,,,,470,1195,1665,
2011-03-28,,-2.33333333333333,7.95333333333333,-0.4,0.10375,3.325,,,,,,,,,,,,,,,,,,,222,1782,2004,
2011-03-29,,-1.75333333333333,9.41333333333333,1.12,0,3.125,,,,,,,,,,,,,,,,,,,317,2080,2397,
2011-03-30,,0.446666666666667,9.71333333333333,3.85,0.53125,2.775,1,,,1,,,,,,1,1,1,,1,,,,,168,1351,1519,
2011-03-31,,2.11333333333333,7.62666666666667,2.83636363636364,4.42121212121213,3.15,1,,,1,,,1,,,1,1,1,,,,,,,179,1489,1668,
2011-04-01,,1.92666666666667,7.11333333333333,3.32727272727273,4.8840425531915,4.6,1,,,,,,,,,1,1,1,,,,,,,307,1885,2192,
2011-04-02,,0.66,9.89333333333334,3.69090909090909,0.474698795180723,3.325,1,,1,,1,,1,,,1,,1,,,,,,,897,1328,2225,
2011-04-03,,2.54,12.6,5.35454545454545,1.79166666666667,3.675,,,1,,1,,1,,1,,,1,,,,,,,1651,1561,3212,
2011-04-04,,5.67333333333333,20.9133333333333,14.9909090909091,0.415555555555555,5.9,,,1,,1,,,,,,,1,,,,,,,734,2345,3079,
2011-04-05,,8.78,27.3333333333333,12.6727272727273,7.41041666666667,6.325,1,,1,,,,1,,1,1,,1,,,,,,,167,1601,1768,
2011-04-06,,0.586666666666667,17.0066666666667,4.65454545454545,3.46235294117647,4.225,,,,,,,,,1,,,,,,,,,,413,2363,2776,
2011-04-07,,3.66,18.16,7.77272727272727,0,3.15,,,,,,,1,,,,,,,,,,,,570,2431,3001,
2011-04-08,,6.14666666666667,17.04,7,2.53977272727273,3.55,1,,,,,,1,,,1,,1,,,,,,,172,1282,1454,
2011-04-09,,5.36,11.52,6.51818181818182,8.6919540229885,2,1,,,,,,,,,1,1,1,,,,,,,879,1549,2428,
2011-04-10,,7.22857142857143,13.3714285714286,9.77,0.18974358974359,2.825,1,,,,,,,,,1,,,,,,,,,1188,1662,2850,
2011-04-11,,10.5866666666667,22.7733333333333,17.4818181818182,0.0148648648648649,5.25,1,,,,,,1,,,,,1,,,,,,,854,2450,3304,
2011-04-12,,13.86,26.9666666666667,16.6636363636364,1.86904761904762,5.15,1,,1,,,,,,,1,,1,,,,,,,257,1740,1997,
2011-04-13,,9.31428571428572,16.5,9.77,13.023595505618,4.13333333333333,1,,1,,,,1,,,1,1,1,,,,,,,208,1920,2128,
2011-04-14,,5.8,17.1,9.55,1.49756097560976,1.9,1,,,,,,,,,,,,,,,,,,527,2683,3210,
2011-04-15,,6.86428571428572,19.9928571428571,10.11,0.00675675675675676,4.825,,,,,,,,,,,,,,,,,,,642,2441,3083,1
2011-04-16,,8.45,18.35,10.67,3.83333333333333,6.7,1,,1,,,,,,,1,1,1,,,,,,,121,654,775,
2011-04-17,,8.05714285714286,17.9714285714286,10.11,26.3134831460674,4.8,,,1,,,,,,1,,,,,,,,,,1555,2123,3678,
2011-04-18,,8.33571428571429,21.1785714285714,12.4,0.00684931506849315,2.725,,,,,,,,,,,,,,,,,,,668,2701,3369,
2011-04-19,,11.3142857142857,22.7,14.94,0.353846153846154,2.575,1,,1,,,,1,,,,,1,,,,,,,409,2730,3139,
2011-04-20,,10.6714285714286,24.5714285714286,16.23,1.71807228915663,4.25,1,,1,,,,1,,,1,,,,,,,,,612,3286,3898,
2011-04-21,,9.57142857142857,25.4357142857143,10.9,0.00416666666666667,5.3,,,,,,,,,,,,,,,,,,,743,3249,3992,
2011-04-22,,6,15.6071428571429,6.95,1.11038961038961,4.1,1,,,,,,,,,1,1,1,,,,,,,177,1471,1648,
2011-04-23,,5.96666666666667,15.4714285714286,9.94545454545455,10.7157303370787,3.375,1,,1,,,,1,,1,1,1,1,,,,,,,1460,2510,3970,
2011-04-24,,10.7071428571429,25.35,16.99,2.20481927710843,2.775,1,,1,,1,,1,,1,,,1,,,,,,,1708,2408,4116,
2011-04-25,,15.4533333333333,29.5466666666667,20.3545454545455,10.1551724137931,3.075,1,1,1,,,,1,,,1,,1,,,1,,,,772,3249,4021,
2011-04-26,,18.58,29.52,21.1636363636364,0.00675675675675676,5.375,,,1,,,,,,,,,1,,,,,,,675,3656,4331,
2011-04-27,,19.7666666666667,28.4066666666667,20.8090909090909,0.867948717948718,5.1,1,1,1,,,,,,,,1,1,,,,,,,545,3264,3809,
2011-04-28,,18.2928571428571,27.0642857142857,22.56,6.89885057471264,4.875,1,,1,,1,,1,,1,,,1,,,,,,,568,3428,3996,
2011-04-29,,9.75,23.0642857142857,13.84,5.81168831168831,4.225,,,1,,,,,,,,,,,,,,,,877,3560,4437,
2011-04-30,,9.25333333333333,20.0714285714286,10.3181818181818,0.00447761194029851,3.175,,,,,,,,,,,,,,,,,,,1963,3251,5214,
2011-05-01,,8.59333333333333,18.34,10.8181818181818,0.208860759493671,1.275,1,,,,,,,,,,,1,,,,,,,1137,2158,3295,
2011-05-02,,10.9466666666667,19.9666666666667,15.1909090909091,0.971428571428571,3.15,,,,,,,,,,,,1,,,,,,,845,3484,4329,
2011-05-03,,14.7066666666667,26.9,18.9363636363636,0.106024096385542,4.825,1,,,,,,1,,,1,,1,,,1,,,,603,3763,4366,
2011-05-04,,7.88,24.26,8.21818181818182,12.2391304347826,5.275,1,,,,,,,,,1,,1,,,,,,,252,2343,2595,
2011-05-05,,6.75333333333333,17.9933333333333,9.65454545454545,4.65681818181819,4.65,,,1,,,,,,,,,,,,,,,,611,3727,4338,
2011-05-06,,6.21333333333334,20.7533333333333,10.3545454545455,0.354117647058824,3.25,1,,1,,,,,,,,,1,,,,,,,891,3645,4536,
2011-05-07,,8.60666666666667,22.04,12.8909090909091,1.15632183908046,2.525,1,,,,,,,,,,,1,,,,,,,1605,3011,4616,
2011-05-08,,9.92142857142857,22.6214285714286,13.32,0.0115384615384615,1.35,1,,,,,,,,,,,1,,,,,,,1400,2845,4245,
2011-05-09,,10.2133333333333,23,13.7272727272727,0.05,2.775,1,,,,,,1,,,,,,,,,,,,661,3622,4283,
2011-05-10,,9.05,23.5285714285714,14.05,0.00375,2.05,,,,,,,1,,,,,,,,,,,,691,4042,4733,
2011-05-11,,11.9266666666667,23.7733333333333,14.9272727272727,0,2.7,,,,,,,,,,,,1,,,,,,,550,3554,4104,
2011-05-12,,11.12,24.1,14.6454545454545,0,2.925,,,,,,,,,,,,,,,,,,,694,4076,4770,
2011-05-13,,13.7285714285714,21.9071428571429,15.73,0.146987951807229,3.55,1,,,,,,,,,1,1,1,,,,,,,690,3348,4038,
2011-05-14,,14.96,18.7,15.6636363636364,1.57906976744186,2.7,1,,1,,,,,,,,1,1,,,,,,,899,2453,3352,
2011-05-15,,15.7466666666667,21.3666666666667,17.6727272727273,15.0217391304348,2.375,1,1,1,,,,1,,,1,,1,,,,,,,1582,2902,4484,
2011-05-16,,15,25.0866666666667,16.9272727272727,5.95591397849463,2.275,1,,1,,,,1,,,1,,1,,,1,,,,772,3137,3909,
2011-05-17,,16.2,23.9666666666667,17.0727272727273,7.65652173913043,5.4,1,,1,,,,,,,1,,1,,,,,,,678,3389,4067,
2011-05-18,,16.5533333333333,22.2266666666667,17.6727272727273,8.49894736842105,3.125,1,,1,,,,1,,,1,1,1,,,,,,,535,3277,3812,
2011-05-19,,13.3714285714286,22.0642857142857,14.68,5.79081632653061,1.625,1,,1,,,,,,,1,,1,,,1,,,,734,3769,4503,
2011-05-20,,11.7133333333333,22.2466666666667,15.0090909090909,4.13978494623656,2.4,1,,1,,,,,,,1,,1,,,,,,,907,3937,4844,
2011-05-21,,12.6785714285714,24.0785714285714,17.12,0.07875,1.975,1,,,,,,1,,,1,,,,,,,,,2254,3477,5731,
2011-05-22,,14.78,26.7066666666667,18.5272727272727,0.0036144578313253,3.125,1,,,,,,1,,,,,1,,,,,,,1576,3020,4596,
2011-05-23,,17.4066666666667,27.6666666666667,20.4,2.08064516129032,3.75,1,,1,,,,1,,,1,,1,,,,,,,834,3390,4224,
2011-05-24,,19.75,28.92,21.89,0.660227272727273,3,1,,1,,,,1,,,1,,1,,,,,,,659,3763,4422,
2011-05-25,,17.6533333333333,29.4333333333333,21.3181818181818,1.80449438202247,2.4,1,,1,,,,,,,,,1,,,,,,,739,4178,4917,
2011-05-26,,19.44,30.8466666666667,23.2636363636364,0.00357142857142857,3.35,1,,,,,,1,,,1,,,,,,,,,757,3874,4631,
2011-05-27,,19.52,31.06,22.0181818181818,0.213414634146341,3.675,,,1,,,,1,,,,,1,,,,,,,869,3753,4622,
2011-05-28,,17.8928571428571,29.2428571428571,20.5,2.30112359550562,3.65,,,1,,,,,,,,,1,,,,,,,2000,2693,4693,
2011-05-29,,19.4428571428571,28.75,22.34,0.192682926829268,3.1,1,,,,,,1,,,,,,,,,,,,2352,2391,4743,
2011-05-30,,21,31.4285714285714,24.94,0,1.875,1,,,,,,1,,,1,,,,,1,,,,1548,2499,4047,1
2011-05-31,,21.9357142857143,34.6,26.1,0,1.625,1,,,,,,1,,,1,,,,,,,,,671,3269,3940,
2011-06-01,,22.6866666666667,35.0466666666667,26.0545454545454,0.0977011494252874,3.25,1,,1,,1,,1,,,1,,1,,,,,,,512,3419,3931,
2011-06-02,,20.04,32.6666666666667,22.7727272727273,1.01397849462366,5.025,,,1,,,,,,,,,,,,,,,,736,4176,4912,
2011-06-03,,13.5866666666667,28.3333333333333,16.4181818181818,0.0301204819277108,3.475,,,,,,,1,,,,,,,,,,,,898,4344,5242,
2011-06-04,,11.7733333333333,26.44,17.3727272727273,0.00731707317073171,1.825,,,,,,,,,,,,1,,,,,,,1864,3384,5248,
2011-06-05,,17.08,27.5533333333333,19.5272727272727,0.431460674157303,2.275,1,,1,,,,,,,1,,1,,,,,,,1684,3175,4859,
2011-06-06,,16.82,28.0666666666667,20.3454545454545,0.510112359550562,1.85,1,,,,,,1,,,1,,,,,1,,,,670,3818,4488,
2011-06-07,,16.5333333333333,29.62,20.9181818181818,0,2.4,1,,,,,,1,,,1,,,,,,,,,760,4023,4783,
2011-06-08,,19.0266666666667,32.3066666666667,23.8363636363636,0.0235294117647059,1.95,1,,,,,,1,,,1,,,,,,,,,675,3683,4358,
2011-06-09,,22.0214285714286,35.9928571428571,26.2636363636364,0.261728395061728,2.6,1,,1,,,,1,,,1,,1,,,,,,,562,3326,3888,
2011-06-10,,21.3642857142857,35.4428571428571,24.1818181818182,5.55473684210527,2.06666666666667,1,,1,,,,1,,,1,,1,,,,,,,814,3726,4540,
2011-06-11,,22.0642857142857,32.8571428571429,24.3,1.64210526315789,2.4,1,,,,,,1,,,1,,1,,,1,,,,1727,3174,4901,
2011-06-12,,20.8428571428571,31.5571428571428,22.7181818181818,2.58705882352941,2.1,1,,1,,,,1,,,1,,1,,,,,,,1467,2940,4407,
2011-06-13,,16.9785714285714,29.8071428571429,18.2,6.75697674418605,4.5,,,1,,,,,,1,,,,,,,,,,863,4106,4969,
